version,n-workers,n-secondary-workers,n-reservations,n-relations,n-queries,password-work-factor,Energy Cores,Energy Ram,Energy Gpu,Energy Pkg,Time (perf) (s),Time (exec) (s),Ratio time (%),Power_Cores,Power_Ram,Power_Gpu,Power_Pkg
original,34,0,1000,50,10,5,131.11,1.92,0.03,132.46,4.1889617,1.584909,0.3783537,31.3,0.46,0.01,31.62
original,36,0,1000,50,10,5,130.93,1.9,0.04,132.25,4.1284527,1.563111,0.3786191,31.71,0.46,0.01,32.03
original,38,0,1000,50,10,5,136.82,1.94,0.05,138.18,4.2196886,1.658019,0.3929245,32.42,0.46,0.01,32.75
original,40,0,1000,50,10,5,131.94,1.9,0.03,133.26,4.1320484,1.571751,0.3803806,31.93,0.46,0.01,32.25
original,42,0,1000,50,10,5,135.53,1.94,0.04,136.88,4.2212711,1.654483,0.3919395,32.11,0.46,0.01,32.43
original,44,0,1000,50,10,5,137.69,1.96,0.05,139.07,4.2416192,1.688216,0.3980122,32.46,0.46,0.01,32.79
original,46,0,1000,50,10,5,136.24,1.93,0.03,137.59,4.2085246,1.654079,0.3930306,32.37,0.46,0.01,32.69
original,48,0,1000,50,10,5,135.1,1.95,0.05,136.46,4.216561,1.626915,0.3858393,32.04,0.46,0.01,32.36
original,50,0,1000,50,10,5,137.85,1.96,0.04,139.22,4.2443992,1.696474,0.3996971,32.48,0.46,0.01,32.8
original,52,0,1000,50,10,5,138.21,1.94,0.03,139.56,4.2616659,1.690143,0.3965921,32.43,0.46,0.01,32.75
original,54,0,1000,50,10,5,134.56,1.95,0.06,135.93,4.2227496,1.640643,0.3885248,31.87,0.46,0.01,32.19
original,56,0,1000,50,10,5,140.6,1.99,0.04,141.99,4.3109724,1.740787,0.4038038,32.61,0.46,0.01,32.94
original,58,0,1000,50,10,5,137.78,1.96,0.03,139.13,4.2542929,1.689238,0.3970667,32.39,0.46,0.01,32.7
original,60,0,1000,50,10,5,137.21,1.98,0.04,138.59,4.2882664,1.678106,0.391325,32.0,0.46,0.01,32.32
original,62,0,1000,50,10,5,139.45,1.98,0.03,140.82,4.2896029,1.725228,0.4021883,32.51,0.46,0.01,32.83
original,64,0,1000,50,10,5,138.05,1.98,0.04,139.43,4.3043343,1.751131,0.4068297,32.07,0.46,0.01,32.39
original,1,0,1000,50,10,5,85.08,2.01,0.04,86.68,5.1426779,2.605318,0.5066073,16.54,0.39,0.01,16.86
original,2,0,1000,50,10,5,90.02,1.82,0.07,91.43,4.4005004,1.856387,0.4218582,20.46,0.41,0.02,20.78
original,4,0,1000,50,10,5,97.92,1.72,0.03,99.17,3.9656199,1.37984,0.3479506,24.69,0.43,0.01,25.01
original,6,0,1000,50,10,5,109.86,1.71,0.05,111.09,3.7584387,1.230028,0.327271,29.23,0.45,0.01,29.56
original,8,0,1000,50,10,5,110.3,1.76,0.03,111.54,3.9179613,1.347378,0.3438977,28.15,0.45,0.01,28.47
original,10,0,1000,50,10,5,113.22,1.75,0.04,114.47,3.8517109,1.293642,0.3358617,29.39,0.45,0.01,29.72
original,12,0,1000,50,10,5,115.21,1.77,0.04,116.47,3.8934286,1.317655,0.3384305,29.59,0.45,0.01,29.91
original,14,0,1000,50,10,5,118.83,1.79,0.05,120.11,3.9169926,1.346032,0.3436392,30.34,0.46,0.01,30.66
original,16,0,1000,50,10,5,123.1,1.81,0.04,124.38,3.9952397,1.439542,0.3603143,30.81,0.45,0.01,31.13
original,18,0,1000,50,10,5,122.52,1.81,0.04,123.79,3.9686575,1.444332,0.3639347,30.87,0.46,0.01,31.19
original,20,0,1000,50,10,5,118.71,1.81,0.06,120.01,3.9454059,1.366786,0.3464247,30.09,0.46,0.02,30.42
original,22,0,1000,50,10,5,126.4,1.85,0.04,127.7,4.042432,1.497754,0.3705082,31.27,0.46,0.01,31.59
original,24,0,1000,50,10,5,129.77,1.87,0.03,131.07,4.1102516,1.556255,0.3786277,31.57,0.45,0.01,31.89
original,26,0,1000,50,10,5,124.66,1.86,0.05,125.98,4.0719179,1.490266,0.3659863,30.61,0.46,0.01,30.94
original,28,0,1000,50,10,5,129.03,1.88,0.05,130.37,4.1214317,1.566432,0.3800699,31.31,0.46,0.01,31.63
original,30,0,1000,50,10,5,132.04,1.89,0.04,133.38,4.1471879,1.586697,0.3825959,31.84,0.46,0.01,32.16
original,32,0,1000,50,10,5,135.35,1.92,0.04,136.69,4.1872284,1.638771,0.3913737,32.32,0.46,0.01,32.64
original,34,0,1000,50,10,5,136.07,1.94,0.02,137.41,4.24988,1.690869,0.3978628,32.02,0.46,0.0,32.33
original,36,0,1000,50,10,5,133.84,1.92,0.04,135.18,4.1657288,1.615329,0.3877662,32.13,0.46,0.01,32.45
original,38,0,1000,50,10,5,136.04,1.94,0.04,137.4,4.212169,1.658036,0.39363,32.3,0.46,0.01,32.62
original,40,0,1000,50,10,5,131.81,1.9,0.03,133.13,4.1280418,1.604494,0.3886816,31.93,0.46,0.01,32.25
original,42,0,1000,50,10,5,134.65,1.95,0.06,136.05,4.2260027,1.64415,0.3890556,31.86,0.46,0.01,32.19
original,44,0,1000,50,10,5,135.59,1.95,0.05,136.96,4.2360609,1.6583,0.3914722,32.01,0.46,0.01,32.33
original,46,0,1000,50,10,5,138.06,1.95,0.02,139.41,4.2461447,1.68839,0.3976289,32.51,0.46,0.0,32.83
original,48,0,1000,50,10,5,139.06,1.98,0.04,140.45,4.2904201,1.705925,0.3976126,32.41,0.46,0.01,32.74
original,50,0,1000,50,10,5,133.54,1.93,0.04,134.88,4.1729341,1.611071,0.3860763,32.0,0.46,0.01,32.32
original,52,0,1000,50,10,5,138.87,1.95,0.03,140.23,4.2523629,1.704602,0.40086,32.66,0.46,0.01,32.98
original,54,0,1000,50,10,5,138.72,1.98,0.04,140.09,4.265701,1.694055,0.397134,32.52,0.46,0.01,32.84
original,56,0,1000,50,10,5,136.04,1.94,0.05,137.4,4.1956231,1.63582,0.3898873,32.42,0.46,0.01,32.75
original,58,0,1000,50,10,5,133.5,1.95,0.03,134.85,4.2336809,1.635143,0.3862225,31.53,0.46,0.01,31.85
original,60,0,1000,50,10,5,130.84,1.92,0.06,132.2,4.155563,1.575024,0.3790158,31.49,0.46,0.01,31.81
original,62,0,1000,50,10,5,141.66,1.99,0.04,143.05,4.3067386,1.755889,0.4077074,32.89,0.46,0.01,33.22
original,64,0,1000,50,10,5,138.04,1.97,0.02,139.39,4.2642583,1.693281,0.3970869,32.37,0.46,0.0,32.69
original,1,0,1000,50,10,5,86.18,2.02,0.05,87.79,5.1459659,2.604497,0.506124,16.75,0.39,0.01,17.06
original,2,0,1000,50,10,5,89.52,1.83,0.06,90.93,4.42513,1.859166,0.4201382,20.23,0.41,0.01,20.55
original,4,0,1000,50,10,5,99.83,1.71,0.02,101.07,3.9326421,1.402012,0.3565064,25.38,0.43,0.01,25.7
original,6,0,1000,50,10,5,110.93,1.7,0.05,112.15,3.735033,1.221481,0.3270335,29.7,0.46,0.01,30.03
original,8,0,1000,50,10,5,113.87,1.73,0.04,115.09,3.818191,1.319106,0.3454793,29.82,0.45,0.01,30.14
original,10,0,1000,50,10,5,115.26,1.75,0.04,116.5,3.8788945,1.321893,0.3407912,29.71,0.45,0.01,30.03
original,12,0,1000,50,10,5,116.14,1.76,0.05,117.4,3.8699677,1.318691,0.3407499,30.01,0.45,0.01,30.34
original,14,0,1000,50,10,5,118.6,1.8,0.05,119.87,3.9291885,1.380511,0.3513476,30.18,0.46,0.01,30.51
original,16,0,1000,50,10,5,119.28,1.8,0.03,120.54,3.9617424,1.390566,0.3509986,30.11,0.45,0.01,30.43
original,18,0,1000,50,10,5,122.29,1.83,0.06,123.62,4.0058643,1.416529,0.3536138,30.53,0.46,0.01,30.86
original,20,0,1000,50,10,5,123.0,1.82,0.04,124.28,3.9986142,1.432813,0.3583274,30.76,0.46,0.01,31.08
original,22,0,1000,50,10,5,126.38,1.86,0.03,127.68,4.0703004,1.49824,0.3680908,31.05,0.46,0.01,31.37
original,24,0,1000,50,10,5,123.63,1.82,0.04,124.91,3.964495,1.443591,0.3641299,31.18,0.46,0.01,31.51
original,26,0,1000,50,10,5,130.23,1.91,0.05,131.58,4.1702974,1.598329,0.383265,31.23,0.46,0.01,31.55
original,28,0,1000,50,10,5,130.67,1.9,0.03,132.0,4.158118,1.592829,0.3830649,31.43,0.46,0.01,31.75
original,30,0,1000,50,10,5,128.37,1.88,0.04,129.68,4.0947584,1.529374,0.3734955,31.35,0.46,0.01,31.67
original,32,0,1000,50,10,5,127.85,1.89,0.04,129.18,4.1387773,1.541884,0.3725458,30.89,0.46,0.01,31.21
original,34,0,1000,50,10,5,132.12,1.9,0.05,133.46,4.1389864,1.576824,0.3809686,31.92,0.46,0.01,32.24
original,36,0,1000,50,10,5,138.86,1.95,0.04,140.23,4.26166,1.716496,0.4027764,32.58,0.46,0.01,32.91
original,38,0,1000,50,10,5,134.72,1.92,0.05,136.07,4.1693675,1.642491,0.3939425,32.31,0.46,0.01,32.64
original,40,0,1000,50,10,5,137.54,1.94,0.02,138.89,4.2378035,1.67447,0.3951269,32.46,0.46,0.0,32.77
original,42,0,1000,50,10,5,134.97,1.94,0.04,136.32,4.2022258,1.64297,0.3909761,32.12,0.46,0.01,32.44
original,44,0,1000,50,10,5,137.78,1.95,0.05,139.15,4.2315715,1.695452,0.4006672,32.56,0.46,0.01,32.88
original,46,0,1000,50,10,5,130.6,1.91,0.03,131.93,4.1655586,1.588043,0.3812317,31.35,0.46,0.01,31.67
original,48,0,1000,50,10,5,133.27,1.93,0.04,134.62,4.1830061,1.627522,0.3890795,31.86,0.46,0.01,32.18
original,50,0,1000,50,10,5,132.08,1.92,0.06,133.43,4.1172463,1.589612,0.3860862,32.08,0.47,0.01,32.41
original,52,0,1000,50,10,5,137.16,1.96,0.02,138.52,4.2724075,1.684738,0.3943299,32.1,0.46,0.0,32.42
original,54,0,1000,50,10,5,135.01,1.94,0.04,136.35,4.1879609,1.630863,0.389417,32.24,0.46,0.01,32.56
original,56,0,1000,50,10,5,134.92,1.94,0.05,136.29,4.2106352,1.63555,0.3884331,32.04,0.46,0.01,32.37
original,58,0,1000,50,10,5,135.34,1.95,0.03,136.69,4.2251722,1.653112,0.3912532,32.03,0.46,0.01,32.35
original,60,0,1000,50,10,5,132.29,1.92,0.03,133.62,4.1673033,1.601897,0.3843965,31.74,0.46,0.01,32.06
original,62,0,1000,50,10,5,136.95,1.97,0.04,138.32,4.2684607,1.720582,0.4030919,32.08,0.46,0.01,32.41
original,64,0,1000,50,10,5,138.88,1.97,0.03,140.26,4.2746997,1.695663,0.3966742,32.49,0.46,0.01,32.81
original,1,0,1000,50,10,5,86.43,2.01,0.06,88.03,5.1221336,2.604348,0.5084498,16.87,0.39,0.01,17.19
original,2,0,1000,50,10,5,88.14,1.8,0.06,89.52,4.3259596,1.807233,0.4177647,20.37,0.42,0.01,20.69
original,4,0,1000,50,10,5,97.56,1.69,0.03,98.79,3.883954,1.35329,0.348431,25.12,0.44,0.01,25.44
original,6,0,1000,50,10,5,111.38,1.69,0.04,112.58,3.7053071,1.217963,0.3287077,30.06,0.46,0.01,30.38
original,8,0,1000,50,10,5,112.61,1.76,0.05,113.86,3.8933869,1.335885,0.3431164,28.92,0.45,0.01,29.24
original,10,0,1000,50,10,5,116.51,1.75,0.06,117.78,3.8249535,1.305787,0.3413864,30.46,0.46,0.02,30.79
original,12,0,1000,50,10,5,117.13,1.77,0.04,118.39,3.8617914,1.340348,0.3470793,30.33,0.46,0.01,30.66
original,14,0,1000,50,10,5,119.92,1.81,0.05,121.21,3.9588619,1.389468,0.3509766,30.29,0.46,0.01,30.62
original,16,0,1000,50,10,5,119.13,1.8,0.04,120.41,3.9759896,1.419479,0.3570128,29.96,0.45,0.01,30.28
original,18,0,1000,50,10,5,119.59,1.78,0.04,120.85,3.8668109,1.353776,0.3501014,30.93,0.46,0.01,31.25
original,20,0,1000,50,10,5,122.91,1.85,0.07,124.25,4.0377458,1.451545,0.3594939,30.44,0.46,0.02,30.77
original,22,0,1000,50,10,5,125.01,1.84,0.03,126.29,4.0289167,1.456226,0.3614436,31.03,0.46,0.01,31.35
original,24,0,1000,50,10,5,128.12,1.87,0.03,129.43,4.1035138,1.529885,0.3728232,31.22,0.46,0.01,31.54
original,26,0,1000,50,10,5,127.32,1.87,0.04,128.63,4.1048527,1.496586,0.3645895,31.02,0.46,0.01,31.34
original,28,0,1000,50,10,5,127.49,1.86,0.04,128.82,4.0710445,1.51397,0.3718874,31.32,0.46,0.01,31.64
original,30,0,1000,50,10,5,133.11,1.91,0.06,134.46,4.185461,1.601752,0.3826943,31.8,0.46,0.01,32.13
original,32,0,1000,50,10,5,136.88,1.95,0.05,138.25,4.236319,1.677822,0.3960566,32.31,0.46,0.01,32.63
original,34,0,1000,50,10,5,133.22,1.91,0.02,134.54,4.1657722,1.592191,0.3822079,31.98,0.46,0.0,32.3
original,36,0,1000,50,10,5,132.82,1.91,0.06,134.17,4.1526339,1.600517,0.3854221,31.98,0.46,0.01,32.31
original,38,0,1000,50,10,5,135.6,1.94,0.04,136.93,4.1946159,1.691197,0.4031828,32.33,0.46,0.01,32.64
original,40,0,1000,50,10,5,133.14,1.92,0.03,134.48,4.1776165,1.588141,0.3801548,31.87,0.46,0.01,32.19
original,42,0,1000,50,10,5,134.61,1.93,0.05,135.97,4.185279,1.622766,0.3877319,32.16,0.46,0.01,32.49
original,44,0,1000,50,10,5,140.58,1.97,0.04,141.95,4.2685118,1.712503,0.4011944,32.93,0.46,0.01,33.26
original,46,0,1000,50,10,5,136.7,1.94,0.03,138.05,4.2237884,1.653965,0.3915833,32.36,0.46,0.01,32.68
original,48,0,1000,50,10,5,130.4,1.91,0.04,131.75,4.1353814,1.572211,0.3801852,31.53,0.46,0.01,31.86
original,50,0,1000,50,10,5,138.32,1.97,0.06,139.71,4.2695724,1.693469,0.3966367,32.4,0.46,0.01,32.72
original,52,0,1000,50,10,5,136.57,1.94,0.03,137.92,4.2144222,1.646851,0.3907655,32.41,0.46,0.01,32.73
original,54,0,1000,50,10,5,136.67,1.96,0.04,138.05,4.2412675,1.669816,0.3937068,32.22,0.46,0.01,32.55
original,56,0,1000,50,10,5,137.94,1.96,0.05,139.32,4.2436108,1.681546,0.3962536,32.51,0.46,0.01,32.83
original,58,0,1000,50,10,5,136.17,1.94,0.02,137.51,4.2205755,1.651779,0.3913635,32.26,0.46,0.0,32.58
original,60,0,1000,50,10,5,138.25,1.98,0.04,139.62,4.258957,1.70898,0.4012673,32.46,0.46,0.01,32.78
original,62,0,1000,50,10,5,135.31,1.96,0.06,136.68,4.1988882,1.634321,0.3892271,32.23,0.47,0.01,32.55
original,64,0,1000,50,10,5,144.97,2.4,0.69,147.08,4.4210977,1.732989,0.3919816,32.79,0.54,0.16,33.27
original,1,0,1000,50,10,5,94.14,2.44,0.75,96.54,5.301046,2.618341,0.4939291,17.76,0.46,0.14,18.21
original,2,0,1000,50,10,5,94.65,2.13,0.6,96.65,4.433157,1.844088,0.4159762,21.35,0.48,0.14,21.8
original,4,0,1000,50,10,5,97.43,1.74,0.07,98.71,3.8927626,1.385834,0.3560027,25.03,0.45,0.02,25.36
original,6,0,1000,50,10,5,112.05,1.73,0.04,113.28,3.7626405,1.231207,0.3272189,29.78,0.46,0.01,30.11
original,8,0,1000,50,10,5,111.38,1.72,0.04,112.59,3.7793361,1.261935,0.3339039,29.47,0.46,0.01,29.79
original,10,0,1000,50,10,5,115.45,1.74,0.04,116.67,3.8293384,1.30788,0.341542,30.15,0.45,0.01,30.47
original,12,0,1000,50,10,5,116.68,1.75,0.06,117.96,3.8443953,1.339076,0.348319,30.35,0.46,0.02,30.68
original,14,0,1000,50,10,5,118.67,1.78,0.06,119.97,3.9031482,1.358562,0.3480683,30.4,0.46,0.02,30.74
original,16,0,1000,50,10,5,117.12,1.78,0.05,118.39,3.9021254,1.327546,0.340211,30.01,0.46,0.01,30.34
original,18,0,1000,50,10,5,121.66,1.8,0.04,122.95,3.9636965,1.417913,0.3577249,30.69,0.45,0.01,31.02
original,20,0,1000,50,10,5,125.6,1.84,0.06,126.91,4.0217863,1.485906,0.3694642,31.23,0.46,0.01,31.56
original,22,0,1000,50,10,5,127.14,1.86,0.05,128.46,4.0660574,1.507405,0.3707289,31.27,0.46,0.01,31.59
original,24,0,1000,50,10,5,125.44,1.83,0.02,126.72,4.0117424,1.457329,0.3632658,31.27,0.46,0.0,31.59
original,26,0,1000,50,10,5,131.04,1.88,0.04,132.36,4.1335952,1.56458,0.3785034,31.7,0.45,0.01,32.02
original,28,0,1000,50,10,5,131.36,1.9,0.04,132.69,4.1392757,1.572857,0.3799836,31.74,0.46,0.01,32.06
original,30,0,1000,50,10,5,134.46,1.92,0.03,135.81,4.2174018,1.637115,0.3881809,31.88,0.46,0.01,32.2
original,32,0,1000,50,10,5,132.67,1.91,0.06,134.03,4.1637322,1.59707,0.3835669,31.86,0.46,0.01,32.19
original,34,0,1000,50,10,5,135.74,1.94,0.04,137.1,4.2275065,1.647436,0.3896945,32.11,0.46,0.01,32.43
original,36,0,1000,50,10,5,133.12,1.9,0.02,134.43,4.1565023,1.600914,0.3851589,32.03,0.46,0.0,32.34
original,38,0,1000,50,10,5,133.9,1.93,0.05,135.26,4.1988504,1.614138,0.3844238,31.89,0.46,0.01,32.21
original,40,0,1000,50,10,5,134.31,1.94,0.04,135.66,4.2185428,1.653974,0.3920724,31.84,0.46,0.01,32.16
original,42,0,1000,50,10,5,131.98,1.91,0.03,133.31,4.1749603,1.585581,0.3797835,31.61,0.46,0.01,31.93
original,44,0,1000,50,10,5,135.69,1.94,0.06,137.06,4.2016659,1.647236,0.3920435,32.29,0.46,0.01,32.62
original,46,0,1000,50,10,5,136.95,1.95,0.04,138.32,4.2325199,1.663701,0.3930758,32.36,0.46,0.01,32.68
original,48,0,1000,50,10,5,139.08,1.97,0.02,140.44,4.2866748,1.712585,0.3995136,32.44,0.46,0.0,32.76
original,50,0,1000,50,10,5,136.29,1.94,0.04,137.65,4.1957893,1.65166,0.393647,32.48,0.46,0.01,32.81
original,52,0,1000,50,10,5,136.11,1.95,0.05,137.49,4.2335891,1.661404,0.3924339,32.15,0.46,0.01,32.48
original,54,0,1000,50,10,5,142.9,1.99,0.03,144.28,4.3473849,1.764983,0.4059873,32.87,0.46,0.01,33.19
original,56,0,1000,50,10,5,138.97,1.97,0.04,140.34,4.2735076,1.699068,0.3975816,32.52,0.46,0.01,32.84
original,58,0,1000,50,10,5,137.56,1.97,0.05,138.94,4.2384915,1.672364,0.3945658,32.45,0.46,0.01,32.78
original,60,0,1000,50,10,5,142.95,1.99,0.04,144.34,4.3517731,1.784956,0.4101675,32.85,0.46,0.01,33.17
original,62,0,1000,50,10,5,135.99,1.94,0.04,137.34,4.1852917,1.656968,0.3959026,32.49,0.46,0.01,32.81
original,64,0,1000,50,10,5,136.7,1.97,0.07,138.09,4.2409634,1.673257,0.3945464,32.23,0.46,0.02,32.56
original,1,0,1000,50,10,5,86.31,2.0,0.03,87.88,5.1513801,2.598596,0.5044466,16.75,0.39,0.01,17.06
original,2,0,1000,50,10,5,88.24,1.79,0.05,89.62,4.3103357,1.779845,0.4129249,20.47,0.42,0.01,20.79
original,4,0,1000,50,10,5,101.09,1.74,0.06,102.38,3.9716519,1.416337,0.3566116,25.45,0.44,0.02,25.78
original,6,0,1000,50,10,5,110.6,1.71,0.03,111.81,3.7851943,1.254548,0.3314356,29.22,0.45,0.01,29.54
original,8,0,1000,50,10,5,111.71,1.72,0.04,112.93,3.8001712,1.299418,0.3419367,29.4,0.45,0.01,29.72
original,10,0,1000,50,10,5,113.96,1.74,0.05,115.21,3.8326438,1.275009,0.3326709,29.73,0.45,0.01,30.06
original,12,0,1000,50,10,5,117.24,1.77,0.06,118.51,3.8829723,1.314113,0.3384297,30.19,0.46,0.02,30.52
original,14,0,1000,50,10,5,124.05,1.82,0.05,125.35,4.01839,1.454634,0.3619942,30.87,0.45,0.01,31.19
original,16,0,1000,50,10,5,120.91,1.79,0.04,122.18,3.9341224,1.376542,0.3498981,30.73,0.45,0.01,31.06
original,18,0,1000,50,10,5,121.89,1.79,0.04,123.16,3.9329506,1.399877,0.3559356,30.99,0.46,0.01,31.31
original,20,0,1000,50,10,5,124.77,1.82,0.05,126.07,4.0046717,1.453308,0.3629032,31.16,0.45,0.01,31.48
original,22,0,1000,50,10,5,126.89,1.87,0.05,128.22,4.0820981,1.54145,0.3776122,31.08,0.46,0.01,31.41
original,24,0,1000,50,10,5,127.35,1.85,0.04,128.66,4.0639982,1.492416,0.3672285,31.34,0.46,0.01,31.66
original,26,0,1000,50,10,5,130.18,1.9,0.03,131.52,4.155583,1.561659,0.3757978,31.33,0.46,0.01,31.65
original,28,0,1000,50,10,5,129.97,1.88,0.04,131.28,4.0981819,1.548829,0.3779308,31.71,0.46,0.01,32.03
original,30,0,1000,50,10,5,136.11,1.92,0.03,137.45,4.2035151,1.632726,0.3884192,32.38,0.46,0.01,32.7
original,32,0,1000,50,10,5,142.32,1.97,0.05,143.7,4.2785896,1.726196,0.4034498,33.26,0.46,0.01,33.59
original,34,0,1000,50,10,5,140.33,1.98,0.04,141.71,4.2629942,1.69656,0.3979738,32.92,0.46,0.01,33.24
original,36,0,1000,50,10,5,140.03,1.97,0.02,141.38,4.2727413,1.709695,0.4001401,32.77,0.46,0.0,33.09
original,38,0,1000,50,10,5,135.9,1.95,0.06,137.26,4.1671334,1.624144,0.3897509,32.61,0.47,0.01,32.94
original,40,0,1000,50,10,5,143.28,2.01,0.04,144.67,4.3272869,1.759699,0.4066518,33.11,0.46,0.01,33.43
original,42,0,1000,50,10,5,142.65,2.0,0.03,144.02,4.3210208,1.75841,0.4069432,33.01,0.46,0.01,33.33
original,44,0,1000,50,10,5,138.48,1.98,0.04,139.84,4.229019,1.69151,0.3999769,32.75,0.47,0.01,33.07
original,46,0,1000,50,10,5,149.33,2.04,0.05,150.76,4.3883948,1.866527,0.4253325,34.03,0.46,0.01,34.35
original,48,0,1000,50,10,5,148.52,2.05,0.03,149.93,4.4252148,1.852449,0.4186122,33.56,0.46,0.01,33.88
original,50,0,1000,50,10,5,149.61,2.04,0.04,151.03,4.390448,1.856587,0.4228696,34.08,0.46,0.01,34.4
original,52,0,1000,50,10,5,144.81,2.02,0.04,146.21,4.3335237,1.783921,0.411656,33.42,0.47,0.01,33.74
original,54,0,1000,50,10,5,147.45,2.03,0.02,148.84,4.3991957,1.844829,0.419356,33.52,0.46,0.0,33.83
original,56,0,1000,50,10,5,144.55,2.02,0.06,145.97,4.3298571,1.779448,0.4109715,33.38,0.47,0.01,33.71
original,58,0,1000,50,10,5,147.99,2.04,0.04,149.41,4.3709748,1.84848,0.4228988,33.86,0.47,0.01,34.18
original,60,0,1000,50,10,5,143.22,2.0,0.02,144.58,4.303488,1.757188,0.4083172,33.28,0.46,0.0,33.6
original,62,0,1000,50,10,5,146.31,2.02,0.04,147.71,4.3864918,1.827756,0.4166783,33.35,0.46,0.01,33.67
original,64,0,1000,50,10,5,138.73,1.97,0.05,140.12,4.2709568,1.698512,0.3976889,32.48,0.46,0.01,32.81
original,1,0,1000,50,10,5,86.55,2.0,0.03,88.13,5.1466568,2.592894,0.5038016,16.82,0.39,0.01,17.12
original,2,0,1000,50,10,5,91.08,1.84,0.05,92.49,4.4166952,1.855958,0.4202142,20.62,0.42,0.01,20.94
original,4,0,1000,50,10,5,101.36,1.74,0.04,102.63,3.9456415,1.414345,0.3584576,25.69,0.44,0.01,26.01
original,6,0,1000,50,10,5,112.72,1.72,0.02,113.9,3.7602752,1.209108,0.3215477,29.98,0.46,0.01,30.29
original,8,0,1000,50,10,5,114.83,1.73,0.03,116.03,3.7778586,1.28666,0.3405792,30.4,0.46,0.01,30.71
original,10,0,1000,50,10,5,117.27,1.78,0.05,118.53,3.8687167,1.323338,0.3420612,30.31,0.46,0.01,30.64
original,12,0,1000,50,10,5,115.08,1.76,0.06,116.34,3.8590446,1.317868,0.3415011,29.82,0.46,0.02,30.15
original,14,0,1000,50,10,5,118.73,1.79,0.06,120.02,3.9476659,1.365896,0.3460009,30.08,0.45,0.02,30.4
original,16,0,1000,50,10,5,121.49,1.79,0.04,122.75,3.9039961,1.389531,0.3559253,31.12,0.46,0.01,31.44
original,18,0,1000,50,10,5,122.59,1.82,0.03,123.87,3.986313,1.450318,0.3638244,30.75,0.46,0.01,31.07
original,20,0,1000,50,10,5,121.88,1.79,0.05,123.15,3.8891012,1.396552,0.3590938,31.34,0.46,0.01,31.67
original,22,0,1000,50,10,5,123.41,1.81,0.06,124.7,3.957328,1.416695,0.3579928,31.19,0.46,0.02,31.51
original,24,0,1000,50,10,5,127.61,1.87,0.02,128.91,4.0892534,1.518249,0.3712778,31.21,0.46,0.0,31.52
original,26,0,1000,50,10,5,130.69,1.92,0.07,132.07,4.2008136,1.599531,0.380767,31.11,0.46,0.02,31.44
original,28,0,1000,50,10,5,129.34,1.88,0.05,130.66,4.0903573,1.536861,0.3757278,31.62,0.46,0.01,31.94
original,30,0,1000,50,10,5,133.16,1.9,0.04,134.49,4.1530732,1.598518,0.3849,32.06,0.46,0.01,32.38
original,32,0,1000,50,10,5,134.57,1.92,0.04,135.92,4.2098934,1.637836,0.3890445,31.97,0.46,0.01,32.29
original,34,0,1000,50,10,5,140.45,1.99,0.04,141.84,4.3217485,1.729027,0.4000758,32.5,0.46,0.01,32.82
original,36,0,1000,50,10,5,144.84,2.0,0.04,146.22,4.3185877,1.78391,0.4130772,33.54,0.46,0.01,33.86
original,38,0,1000,50,10,5,141.62,2.01,0.05,143.03,4.3306267,1.765093,0.4075837,32.7,0.46,0.01,33.03
original,40,0,1000,50,10,5,141.8,1.99,0.06,143.2,4.2973873,1.725481,0.4015186,33.0,0.46,0.01,33.32
original,42,0,1000,50,10,5,135.29,1.92,0.02,136.62,4.1690979,1.626724,0.3901861,32.45,0.46,0.0,32.77
original,44,0,1000,50,10,5,141.63,1.98,0.05,143.03,4.3092091,1.741001,0.4040187,32.87,0.46,0.01,33.19
original,46,0,1000,50,10,5,144.47,2.0,0.05,145.88,4.3704515,1.802567,0.4124441,33.06,0.46,0.01,33.38
original,48,0,1000,50,10,5,137.06,1.95,0.02,138.42,4.272138,1.676046,0.3923202,32.08,0.46,0.0,32.4
original,50,0,1000,50,10,5,135.34,1.95,0.06,136.72,4.2176488,1.636705,0.388061,32.09,0.46,0.01,32.42
original,52,0,1000,50,10,5,134.29,1.92,0.05,135.64,4.1713552,1.613849,0.3868884,32.19,0.46,0.01,32.52
original,54,0,1000,50,10,5,140.96,1.99,0.03,142.34,4.3418215,1.764209,0.4063292,32.47,0.46,0.01,32.78
original,56,0,1000,50,10,5,140.24,1.98,0.05,141.62,4.2860446,1.717852,0.4008012,32.72,0.46,0.01,33.04
original,58,0,1000,50,10,5,137.62,1.98,0.04,139.0,4.2891312,1.719785,0.4009635,32.09,0.46,0.01,32.41
original,60,0,1000,50,10,5,138.72,1.96,0.02,140.08,4.2705174,1.695315,0.3969812,32.48,0.46,0.0,32.8
original,62,0,1000,50,10,5,139.42,2.0,0.06,140.84,4.3390935,1.750991,0.4035384,32.13,0.46,0.01,32.46
original,64,0,1000,50,10,5,137.7,1.95,0.05,139.07,4.2161262,1.682587,0.3990836,32.66,0.46,0.01,32.99
original,1,0,1000,50,10,5,87.49,2.0,0.02,89.07,5.1428574,2.593925,0.5043743,17.01,0.39,0.0,17.32
original,2,0,1000,50,10,5,86.7,1.76,0.07,88.06,4.200694,1.723666,0.4103289,20.64,0.42,0.02,20.96
original,4,0,1000,50,10,5,100.25,1.72,0.05,101.51,3.9092266,1.40839,0.3602733,25.64,0.44,0.01,25.97
